repo_name,file_id,commit_count,churn_added,churn_deleted,total_churn,file_age_days,days_since_last_change,recent_7d_commits,recent_30d_commits,late_night_commits,late_night_ratio,weekend_commits,weekend_ratio,active_days,avg_commits_per_active_day,max_commits_one_day,burstiness_score,bug_fix_commits,bug_label
activestate-code,data/repos/activestate-code/recipes/Python/576413_The_Poem__in_Python/recipe-576413.py,1,28,0,28,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576415_ctype_Enumeration_class/recipe-576415.py,1,46,0,46,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576416_Pad_images_poweroftwo/recipe-576416.py,1,183,0,183,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576418_Multithreaded_FIFO_Gate/recipe-576418.py,1,292,0,292,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576420_Get_posix_timestamp_type_1/recipe-576420.py,1,8,0,8,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576421_Reverse_byte_order_unsigned_int_or_long_number/recipe-576421.py,1,29,0,29,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576422_PythHTTP_POST_binary_file_upload/recipe-576422.py,1,38,0,38,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576424_Class_calculate_increment_variables_based_time/recipe-576424.py,1,41,0,41,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576426_get_index_element_list_using/recipe-576426.py,1,2,0,2,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576428_User_List_Subclass/recipe-576428.py,1,12,0,12,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576429_Lazy_Lists_for_python_25/recipe-576429.py,1,139,0,139,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576431_export_variable_win32_like/recipe-576431.py,1,32,0,32,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576433_Sorting_list_dictionary_based_key/recipe-576433.py,1,33,0,33,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576435_Base_Conversidecimal_base_/recipe-576435.py,1,36,0,36,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576437_Changing_shortcut_usb_key/recipe-576437.py,1,71,0,71,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576439_Post_automatically/recipe-576439.py,1,26,0,26,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576441_modificatiblogger_exemple_adding/recipe-576441.py,1,323,0,323,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576443_Renamer/recipe-576443.py,1,183,0,183,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576445_ElementTree_Wrapper/recipe-576445.py,1,236,0,236,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576447_Dummy_object/recipe-576447.py,1,36,0,36,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576449_simple_recurse_class/recipe-576449.py,1,103,0,103,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576451_how_create_windows_service/recipe-576451.py,1,64,0,64,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576455_simple_ado_example/recipe-576455.py,1,78,0,78,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576457_Spherical_Polar_Coordinates/recipe-576457.py,1,27,0,27,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576458_pauli_spin_matricies/recipe-576458.py,1,48,0,48,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576459_principal_component_analysis/recipe-576459.py,1,11,0,11,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576461_Interruptible_Queue/recipe-576461.py,1,54,0,54,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576462_processingPool_variatiwhich_allows_multiple/recipe-576462.py,1,215,0,215,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576471_Fix_invalid_mail_headers_when_moving/recipe-576471.py,1,161,0,161,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576473_mergeabledict/recipe-576473.py,1,34,0,34,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576475_Reindenter/recipe-576475.py,1,38,0,38,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576477_Yet_another_signalslot/recipe-576477.py,1,68,0,68,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576479_Identifying_network_name_CIDR/recipe-576479.py,1,166,0,166,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576481_transform_text_another/recipe-576481.py,1,21,0,21,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576483_Convert_Subnetmask_CIDR_notatidotdecimal/recipe-576483.py,1,20,0,20,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576485_extract_table_in2vector_html/recipe-576485.py,1,13,0,13,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576487_flatten_sequences/recipe-576487.py,1,34,0,34,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576489_Matlab_code_displaying_struct/recipe-576489.py,1,19,0,19,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576490_Using_pythimaging_library_generate_degraded/recipe-576490.py,1,67,0,67,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576491_Getting_versinumber/recipe-576491.py,1,2,0,2,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576493_Customizing_polar_plots/recipe-576493.py,1,5,0,5,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576495_get_stock_historical_value_google_finance_/recipe-576495.py,1,69,0,69,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576501_Polynomial_explorer/recipe-576501.py,1,101,0,101,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576503_Linux_Terminal_Color_Setter/recipe-576503.py,1,247,0,247,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576505_Sudoku_solvercreator/recipe-576505.py,1,203,0,203,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576507_Sort_strings_containing_germumlauts_correct/recipe-576507.py,1,26,0,26,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576508_Versionspecific_import/recipe-576508.py,1,88,0,88,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576509_CallPipe_Call_methods_object_remote/recipe-576509.py,1,361,0,361,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576510_Classic_ASP_script_analyzer_finds_all_functions_/recipe-576510.py,1,276,0,276,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576511_Creating_beautiful_urls_user_generated/recipe-576511.py,1,20,0,20,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576512_Generating_correlated_random/recipe-576512.py,1,10,0,10,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576513_Ellipse/recipe-576513.py,1,57,0,57,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576514_Timing_an_external_subprocess/recipe-576514.py,1,66,0,66,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576515_Debugging_running_pythprocess_interrupting/recipe-576515.py,1,136,0,136,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576517_Calculate_Easter_Western_given/recipe-576517.py,1,13,0,13,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576518_Liturgical_Calendar_Year_class/recipe-576518.py,1,81,0,81,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576519_Thread_pool_same_API/recipe-576519.py,1,787,0,787,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576520_Multithreaded_MultiplexerDemultiplexer_allow/recipe-576520.py,1,503,0,503,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576521_Blobby_Planet/recipe-576521.py,1,364,0,364,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576522_Searching_dll_exe_files/recipe-576522.py,1,131,0,131,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576523_Track_newunreclaimed_objects_between_2_points/recipe-576523.py,1,346,0,346,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576524_PyTube/recipe-576524.py,1,9,0,9,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576525_Basic_FTP_with_Python/recipe-576525.py,1,6,0,6,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576526_compare_making_filter_fun_again/recipe-576526.py,1,36,0,36,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576527_freeze_make_any_object_immutable/recipe-576527.py,1,17,0,17,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576528_Sensible_Loop_Status/recipe-576528.py,1,58,0,58,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576529_Total_Ordering_Class_Decorator_Filling_Rich/recipe-576529.py,1,149,0,149,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576530_download_URL_console_progress/recipe-576530.py,1,36,0,36,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576531_Circle/recipe-576531.py,1,501,0,501,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576532_Adaptive_Replacement_Cache/recipe-576532.py,1,88,0,88,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576533_script_calculating_simple/recipe-576533.py,1,8,0,8,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576535_Ascii_Encryptor/recipe-576535.py,1,13,0,13,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576536_ElementTree_CDATA_support/recipe-576536.py,1,112,0,112,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576537_Deep_rename/recipe-576537.py,1,185,0,185,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576538_Viewing_embedded_pictures/recipe-576538.py,1,162,0,162,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576539_Simple_Cellular_Automata_/recipe-576539.py,1,37,0,37,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576540_make_dictproxy_object_victypespythonapi/recipe-576540.py,1,62,0,62,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576541_Very_Simple_HTTP__Web_Server/recipe-576541.py,1,32,0,32,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576543_Prime_Number_Generator_Checker/recipe-576543.py,1,33,0,33,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576544_Generate_random_user_names_local_dictionary/recipe-576544.py,1,19,0,19,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576545_AUDPC_Calculation/recipe-576545.py,1,70,0,70,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576546_DateTimeSyncer_Daylight_Savings_Time/recipe-576546.py,1,332,0,332,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576547_Code_solve_Smoluchowsky/recipe-576547.py,1,316,0,316,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576548_Converting_MySQL_database_AmazSimple_DB/recipe-576548.py,1,71,0,71,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576549_gsl_with_python3/recipe-576549.py,1,33,0,33,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576550_gsl_real_fft_in_python3/recipe-576550.py,1,104,0,104,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576551_Simple_Web_Crawler/recipe-576551.py,1,190,0,190,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576553_extract_emails_mbox_read/recipe-576553.py,1,67,0,67,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576554_Covert_color_space_HSV_RGB_RGB/recipe-576554.py,1,52,0,52,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576555_Records/recipe-576555.py,1,145,0,145,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576556_Generating_random_numbers_arbitrary/recipe-576556.py,1,75,0,75,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576560_Reverse_DNS_zone_file_generator/recipe-576560.py,1,63,0,63,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576561_Configurable_password/recipe-576561.py,1,237,0,237,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576562_Yet_another_Null_object/recipe-576562.py,1,66,0,66,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576563_Cached_Property/recipe-576563.py,1,14,0,14,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576564_Walkers_alimethod_random_objects_different/recipe-576564.py,1,173,0,173,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576567_Simple_lockqueue_via_Memcached/recipe-576567.py,1,34,0,34,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576569_Dependency_resolver/recipe-576569.py,1,65,0,65,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576570_Dependency_resolver/recipe-576570.py,1,30,0,30,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576571_Case_insensitive_filename_nix_systems__return/recipe-576571.py,1,56,0,56,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576572_A_real_lockfile_implementation/recipe-576572.py,1,18,0,18,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576573_Caching_Singletclass/recipe-576573.py,1,31,0,31,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576574_Login_Logger/recipe-576574.py,1,146,0,146,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576575_Stepping_stone_algorithum_solving_transhipment/recipe-576575.py,1,164,0,164,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576576_Thread_Pool/recipe-576576.py,1,94,0,94,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576577_num2words/recipe-576577.py,1,83,0,83,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576578_a64l/recipe-576578.py,1,36,0,36,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576581_Check_uptime_versiwhith/recipe-576581.py,1,64,0,64,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576582_openplus_open_pipes_urls__uniformly_Popen/recipe-576582.py,1,109,0,109,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576583_md5sum/recipe-576583.py,1,19,0,19,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576584_SyncFiles/recipe-576584.py,1,111,0,111,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576585_Lazy_recursive_generator/recipe-576585.py,1,76,0,76,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576586_Dotstyle_nested_lookups_over_dictionary_based/recipe-576586.py,1,54,0,54,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576587_Sort_sections_keys_ini/recipe-576587.py,1,45,0,45,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576588_Copy_directory_tree_recursively_while_ignoring/recipe-576588.py,1,11,0,11,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576589_Compare_MySQL_DB/recipe-576589.py,1,135,0,135,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576590_Fallout_3_terminal_hacking_minigame/recipe-576590.py,1,113,0,113,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576591_Simple_shelve_Linux_file/recipe-576591.py,1,36,0,36,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576592_Gray_Code_GeneratorIterator/recipe-576592.py,1,75,0,75,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576593_Efficient/recipe-576593.py,1,27,0,27,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576594_Backupdownload_your_tweets_or_anyones_tweets_/recipe-576594.py,1,22,0,22,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576596_Sieve_of_Eratosthenes/recipe-576596.py,1,7,0,7,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576597_Directory_Walking_File_Renamer/recipe-576597.py,1,125,0,125,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576598_Utility_Mill_Test/recipe-576598.py,1,225,0,225,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576599_Utility_Mill_Import/recipe-576599.py,1,26,0,26,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576600_Reading_Guide_Generator/recipe-576600.py,1,117,0,117,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576601_Tweet_your_GPS_coordinates/recipe-576601.py,1,33,0,33,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576602_safe_print/recipe-576602.py,1,8,0,8,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576603_Huffman_coding_EncoderDeconder/recipe-576603.py,1,206,0,206,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576604_IllustratiWriting_TappedIncom_calendar_item/recipe-576604.py,1,68,0,68,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576605_Count_transfer_3_mobile/recipe-576605.py,1,41,0,41,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576606_Unrestricted_Grammar_used_like/recipe-576606.py,1,172,0,172,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576607_Frequency_measurement_convenience/recipe-576607.py,1,64,0,64,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576608_Cubic/recipe-576608.py,1,549,0,549,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576609_Noninvasive_Dependency_Injection/recipe-576609.py,1,148,0,148,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576610_replier_using_tweetsauce/recipe-576610.py,1,27,0,27,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576611_Counter_class/recipe-576611.py,1,189,0,189,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576612_FizzBuzz/recipe-576612.py,1,5,0,5,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576613_Easy_State_Pattern__support_implementing_state/recipe-576613.py,1,448,0,448,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576614_palette_similar_GLADE_palette/recipe-576614.py,1,141,0,141,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576615_Alphametics_solver/recipe-576615.py,1,60,0,60,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576616_FactorialLambda/recipe-576616.py,1,223,0,223,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576617_Converting_arbitrary_size_Pythintegers_packed/recipe-576617.py,1,154,0,154,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576618_Heise_mp3_downloader/recipe-576618.py,1,99,0,99,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/576619_Compare_passed_day_week_todays_day/recipe-576619.py,1,17,0,17,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
