repo_name,file_id,commit_count,churn_added,churn_deleted,total_churn,file_age_days,days_since_last_change,recent_7d_commits,recent_30d_commits,late_night_commits,late_night_ratio,weekend_commits,weekend_ratio,active_days,avg_commits_per_active_day,max_commits_one_day,burstiness_score,bug_fix_commits,bug_label
activestate-code,data/repos/activestate-code/recipes/Python/202612_FileLike_Object_True_File_Object/recipe-202612.py,1,42,0,42,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/203471_modal_wxPythTwisted/recipe-203471.py,1,218,0,218,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/203610_Authenticate_users_through_third_party/recipe-203610.py,1,74,0,74,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/203611_Using_PythClearCase/recipe-203611.py,1,135,0,135,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/203612_HTTP_Based_Network_Check_Windows/recipe-203612.py,1,84,0,84,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/203830_Checking_keypress_without_stop_executiunix/recipe-203830.py,1,40,0,40,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/203871_generic_programming_thread/recipe-203871.py,1,214,0,214,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/204197_SOLVING_THE_METACLASS_CONFLICT/recipe-204197.py,1,54,0,54,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/204297_Secret_Name_List/recipe-204297.py,1,70,0,70,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/204349_Metaclass_for_Interface_Checking/recipe-204349.py,1,53,0,53,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/205126_Variant_property_allowing_one_functibe_used/recipe-205126.py,1,75,0,75,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/205183_A_tidy_property_idiom/recipe-205183.py,1,41,0,41,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/205377_Strip_whitespace_list/recipe-205377.py,1,42,0,42,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/205451_Povray_for_python/recipe-205451.py,1,207,0,207,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/206549_Check_your_Windows_sound_system/recipe-206549.py,1,7,0,7,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/208699_Calling_Windows_API_using_ctypes/recipe-208699.py,1,117,0,117,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/208993_Compute_relative_path_one_directory/recipe-208993.py,1,37,0,37,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/210459_Quick_and_easy_FIFO_queue_class/recipe-210459.py,1,13,0,13,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/211886_Retrieve_word_definitions_online_dictionary/recipe-211886.py,1,56,0,56,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/211887_Retrieve_word_definitions_online_dictionary/recipe-211887.py,1,56,0,56,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/212198_Convert_Base64_encoded_embedded_ASCII_text/recipe-212198.py,1,11,0,11,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/212565_copickle__module_serialize_code/recipe-212565.py,1,44,0,44,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/212728_xmlgettextpy/recipe-212728.py,1,101,0,101,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/212959_Checking_multiple_endings/recipe-212959.py,1,18,0,18,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/213027_Splitting_iterators/recipe-213027.py,1,87,0,87,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/213238_pytunnel_tunneling_wthreads_ssl_thru_proxy/recipe-213238.py,1,132,0,132,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/213239_recvall_corollary_/recipe-213239.py,1,32,0,32,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/213761_Simple_Universally_Unique_ID_UUID_or/recipe-213761.py,1,17,0,17,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/213898_Drawing_inheritance_diagrams/recipe-213898.py,1,103,0,103,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/214202_Pretty_sorting/recipe-214202.py,1,29,0,29,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/215301_binding_maskript_modules_one_executable/recipe-215301.py,1,15,0,15,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/215418_Watching_directory_tree/recipe-215418.py,1,73,0,73,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/215912_Union_Find_data_structure/recipe-215912.py,1,136,0,136,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/216420_Simplified_attribute_accessors_using/recipe-216420.py,1,52,0,52,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/217019_Grabbing_text_between_HTML_tags/recipe-217019.py,1,4,0,4,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/217212_treepy__graphically_displays_directory/recipe-217212.py,1,62,0,62,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/217829_Watching_directory_tree/recipe-217829.py,1,49,0,49,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/217830_SIGIO_handler/recipe-217830.py,1,33,0,33,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/218332_Generator_for_integer_partitions/recipe-218332.py,1,11,0,11,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/218485_super_tuples/recipe-218485.py,1,27,0,27,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/219300_Format_integer_as_binary_string/recipe-219300.py,1,24,0,24,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/220234_Changing_return_value_mutating_list_methods/recipe-220234.py,1,28,0,28,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/220472_Validating_XML_External_DTDs_using/recipe-220472.py,1,43,0,43,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/221132_Generator_integer_partitions_iterative/recipe-221132.py,1,22,0,22,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/221251_Maximum_cardinality_matching_general/recipe-221251.py,1,248,0,248,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/221457_Selfrecursive_generators/recipe-221457.py,1,64,0,64,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/222061_another_curry/recipe-222061.py,1,63,0,63,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/222109_radixstrNR__reverse_functiintSR/recipe-222109.py,1,57,0,57,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/223320_Convert_PDF_to_TIFF_on_Mac_OS_X/recipe-223320.py,1,38,0,38,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/223585_Stable_deep_sorting_dottedindexed_attributes/recipe-223585.py,1,63,0,63,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/223610_Yet_another_way_use_fields/recipe-223610.py,1,88,0,88,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/223611_How_define_multiple_initializers_class/recipe-223611.py,1,31,0,31,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/223612_Generic_filter_logic_strategy/recipe-223612.py,1,103,0,103,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/223613_Install_bound_methods/recipe-223613.py,1,72,0,72,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/223972_Import_package_modules_at/recipe-223972.py,1,65,0,65,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/224043_Customizing_urllib_library_fetch_web_pages_way/recipe-224043.py,1,1105,0,1105,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/224800_Simple_File_SplitterCombiner/recipe-224800.py,1,196,0,196,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/224980_Assertithat_all_base_class_initializers_get/recipe-224980.py,1,100,0,100,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/225299_Use_IISASP_or_Apachemodpythsame/recipe-225299.py,1,257,0,257,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/225674_Verify_if_argument_valid/recipe-225674.py,1,13,0,13,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/226409_dirlower/recipe-226409.py,1,15,0,15,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/227575_Display_Image_specified/recipe-227575.py,1,35,0,35,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/228010_Using_ODBC_extracting_datMS/recipe-228010.py,1,32,0,32,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/228915_InfixPostfix/recipe-228915.py,1,205,0,205,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/228916_Unique_Random_Numbers/recipe-228916.py,1,58,0,58,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/229076_using_classmethods_ORMs_Object_Relational/recipe-229076.py,1,23,0,23,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/229471_Converting_DOT_graphs_to_SVG/recipe-229471.py,1,27,0,27,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/229472_highperformance_currying/recipe-229472.py,1,18,0,18,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/230113_Implementatisets_using_sorted/recipe-230113.py,1,193,0,193,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/230342_Use_jythaccess_LDAP/recipe-230342.py,1,108,0,108,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231347_String_substitution_shorty/recipe-231347.py,1,15,0,15,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231476_Discrete_CosineSine/recipe-231476.py,1,58,0,58,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231501_Pythrobocopier__Advanced_Directory/recipe-231501.py,1,501,0,501,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231503_Breadth_first_traversal_of_tree/recipe-231503.py,1,14,0,14,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231504_imapmethod_and_friends/recipe-231504.py,1,59,0,59,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231507_Interval_Test_Case/recipe-231507.py,1,32,0,32,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231512_Efficient_Comfortable_HTMLTemplate/recipe-231512.py,1,510,0,510,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231516_Using/recipe-231516.py,1,36,0,36,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/231520_JavaStyle_Inner_Classes/recipe-231520.py,1,34,0,34,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/251871_Latin1_ASCII__UNICODE/recipe-251871.py,1,86,0,86,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/251872_Metaclass_Class_Policies/recipe-251872.py,1,50,0,50,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252123_Range_minimleast/recipe-252123.py,1,250,0,250,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252124_LaTeX_codec/recipe-252124.py,1,527,0,527,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252125_Quantum_Superposition/recipe-252125.py,1,180,0,180,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252127_Maze_generator/recipe-252127.py,1,226,0,226,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252130_Write_a_plugin_for_ImageJ/recipe-252130.py,1,16,0,16,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252131_Pickle_objects_under_jython/recipe-252131.py,1,16,0,16,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252132_generic_jythtaglib/recipe-252132.py,1,138,0,138,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252143_Invert_a_dictionary_oneliner/recipe-252143.py,1,6,0,6,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252144_View_image_URL/recipe-252144.py,1,10,0,10,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252151_Generalized_delegates/recipe-252151.py,1,61,0,61,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252158_How_to_freeze_Python_classes/recipe-252158.py,1,17,0,17,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252170_Syntaxhighlighted_code_blocks/recipe-252170.py,1,51,0,51,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252173_Extract_Kill_mail_attachments/recipe-252173.py,1,144,0,144,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252176_Dicts_from_lists/recipe-252176.py,1,14,0,14,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252177_Find_commbeginning_list/recipe-252177.py,1,15,0,15,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252178_Reorder_sequence_uses_generators/recipe-252178.py,1,8,0,8,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252180_Combining_simple_specific_property/recipe-252180.py,1,48,0,48,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252237_Do_What_I_Mean_dwim/recipe-252237.py,1,137,0,137,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252486_Turing_Machine_Simulator/recipe-252486.py,1,160,0,160,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252494_pythmetakit_example_safe_reading/recipe-252494.py,1,71,0,71,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252495_gentlemans_locking_simple_cross_thread_process/recipe-252495.py,1,136,0,136,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252496_Heap_Priority_Queue_extensitype/recipe-252496.py,1,300,0,300,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252498_Generator_That_Helps_Simplify_Queue/recipe-252498.py,1,8,0,8,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252508_File_Unzip/recipe-252508.py,1,140,0,140,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252524_Lengthlimited_O1_LRU_Cache/recipe-252524.py,1,78,0,78,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252525_Just_in_time_instantiation/recipe-252525.py,1,58,0,58,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252526_Complex_BooleRegular/recipe-252526.py,1,223,0,223,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252529_Text_Fader/recipe-252529.py,1,143,0,143,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252530_ExceptiHandling/recipe-252530.py,1,12,0,12,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252531_Storing_binary_data_in_SQLite/recipe-252531.py,1,21,0,21,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/252546_Foreign_Exchange_Rate_Alert_CSV/recipe-252546.py,1,28,0,28,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259097_FedEX_Tracking_Information/recipe-259097.py,1,102,0,102,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259100_multireplace/recipe-259100.py,1,33,0,33,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259111_Generating_getset_methods_using/recipe-259111.py,1,86,0,86,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259112_Improved_Gray_Scale_Quantization/recipe-259112.py,1,127,0,127,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259116_Tkinter_tree_widget_using/recipe-259116.py,1,51,0,51,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259143_HTML_Page_Scraping_Quick_Dirty/recipe-259143.py,1,22,0,22,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259147_FSList/recipe-259147.py,1,682,0,682,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259148_Simple_HTTP_server_based/recipe-259148.py,1,248,0,248,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259149_Towers_of_Hanoi_for_wxPython/recipe-259149.py,1,198,0,198,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259173_Groupby/recipe-259173.py,1,30,0,30,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259174_bag_collection_class/recipe-259174.py,1,96,0,96,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259175_ConfigObj__Lightweight_Config_File/recipe-259175.py,1,550,0,550,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259176_StandOut__Flexible_Output_Object/recipe-259176.py,1,63,0,63,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259177_CRC64__Calculate_cyclic_redundancy/recipe-259177.py,1,48,0,48,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259179_deque_collection_class/recipe-259179.py,1,116,0,116,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/259180_Trapping_Displaying/recipe-259180.py,1,14,0,14,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/265858_Reading_the_System_information/recipe-265858.py,1,129,0,129,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/265879_Rating_class_mapping/recipe-265879.py,1,181,0,181,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/265881_SAX_filter_normalizing_text/recipe-265881.py,1,73,0,73,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/265894_Floating_Point_Simulator/recipe-265894.py,1,96,0,96,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266464_Date_to_Day_of_the_Week/recipe-266464.py,1,35,0,35,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266466_HTML_colors_tofrom_RGB_tuples/recipe-266466.py,1,65,0,65,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266468_Abstract_methodsclasses/recipe-266468.py,1,112,0,112,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266471_makeExepy/recipe-266471.py,1,68,0,68,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266480_popPeekpy/recipe-266480.py,1,46,0,46,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266486_Simple_md5_sum_utility/recipe-266486.py,1,46,0,46,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266586_Simple_XOR_keyword_Encryption/recipe-266586.py,1,87,0,87,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/266625_Outlook_Export/recipe-266625.py,1,282,0,282,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/267197_urllib2_actions_depending_http_response/recipe-267197.py,1,92,0,92,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/267255_Using_pycurl_automate_filling_out_web/recipe-267255.py,1,132,0,132,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/267327_Functional__style_tab_expansion/recipe-267327.py,1,6,0,6,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/267398_Binary_search_in_one_line/recipe-267398.py,1,7,0,7,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
activestate-code,data/repos/activestate-code/recipes/Python/267662_Table_indentation/recipe-267662.py,1,146,0,146,3262,3262,0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0
